Date,Offence Category,Offence,Victim Tally,County,Specific Area,Victim Gender,Victim Age,Perpetrator Tally,Perpetrator Gender,Perpetrator Age,Motive,Weapon,Source,Case Summary,Year,Month,Quarter
2025-01-18,Homicide & Unlawful Killing,Murder,1,Nandi,,Female,,1.0,Male,,Love affair,Knife,The Standard Pg 3,Hanis Juma stabbed his wife Winnie Akusaha to death after having family disagreements.,2025,2025-01,2025 Q1
2025-01-18,Assault & Bodily Harm,Assault,1,Bomet,,Male,,,Unknown,,Love affair,Firearm,Daily Nation Pg 10,Aaron Langat was assaulted by a group of police officers sent by a senior officer and his wife and child taken from him. Aaron and the wife had a dissagreements on the calls the wife was receiving from the senior officer.,2025,2025-01,2025 Q1
2025-01-18,"Robbery, Theft & Burglary",Burglary,1,Kilifi,,Unknown,,,Unknown,,Sabotage,Unknown,Daily Nation Pg 3,The rate of burglary in vipingo ridge residences is rising day by day as a resident was stolen from while in belgium.Residents say they believe its an act of sabotage since there have been wrangles among directors for a while.,2025,2025-01,2025 Q1
2025-01-21,Homicide & Unlawful Killing,Murder,1,Nyeri,,Female,,1.0,Male,,Unknown,Unknown,Daily Nation Pg 18,"26 yr old Jane Wanjiru was reported missing, with her husband, Patrick Waweru, being the last person seen with her. She was discovered on January 15 in a neighbour’s well, sending shockwaves across Kianjue village in Mukurweini sub-county. A farm worker had been hit by an unbearable smell before he encountered a business of flies around the well, leading to the discovery. A body wrapped in a sack was retrived from the well, confirming the worst fears of the family that Wanjiru had been murdered.",2025,2025-01,2025 Q1
2025-01-21,Sexual & Gender-Based Violence,Defilement,2,Kilifi,,Female,,1.0,Male,,Sexual immorality,Unknown,Daily Nation Pg 18,"Biko Owino a teacher in Kilifi county is at large after being accused of defiling two sisters (students) aged nine and seven, The TSC called him out to settle the matter or dismiss him on failure to show up.",2025,2025-01,2025 Q1
2025-01-21,Abduction & Kidnapping,Abduction,3,Outside Kenya,,Male,,,Male,,Randsom gain,Firearm,Daily Nation Pg 12,"He is just one of at least eight other abductees, military and civilian, whose fate lies in the hands of terrorists. Abdullahi Issa Ibrahim had barely been in El Adde for two weeks when AlShabaab militants invaded a Kenya Defence Forces camp and inflicted one of the worst attacks in the military outfit’s post-independence history. He was one of at least three military personnel abducted by the terrorists, and who is seemingly still languishing in an AlShabaab prison following the January 16 release of a video showing him pleading with Kenya’s government to secure his release.",2025,2025-01,2025 Q1
2025-01-21,Homicide & Unlawful Killing,Murder,1,Nandi,,Female,,1.0,Male,,Unknown,Knife,Daily Nation Pg 21,"32-year-old man travelled from Nairobi to Nandi County, and stabbed his estranged wife to death before committing suicide. In what has emerged to be a planned murder-suicide, complete with a written plan, Hanice Simani Juma on January 13, travelled to Kibwareng village in search of his estranged wife, 30yrs old Winnie Akusuha. The two had been living together in Nairobi until early this year when they parted ways. She suffered multiple knife stab wounds. Detectives from Chepatulu Police Station who visited the scene found a written note in the man’s house. The note, which the police are treating as a suicide note, bore the man’s murder plan. In the letter, the man had outlined how he would travel to his estranged wife’s home to attack her and also end his own life.",2025,2025-01,2025 Q1
2025-01-21,Homicide & Unlawful Killing,Murder,1,Kajiado,,Female,,1.0,Male,,Unknown,Unknown,Daily Nation Pg 21,"Lydia Tokesi, a 29-year-old Moi University graduate left her parents’ home in Dagoretti on the night of January 4 to visit her boyfriend in Ongata Rongai. Head over heels in love, last year Lydia took a bank loan to buy her boyfriend a car, which he enlisted with digital taxi hailing apps to eke out a living. Lydia spent the night at her boyfriend’s house making merry, Unlike the previous night when neighbours heard loud music blasting from the house where Lydia was, it was unusually quiet. Back at the family home in Dagoretti, Lydia’s family was desperately trying to reach her on phone. After several failed attempts, the family reported about their daughter missing at the Dagoretti Police Station. seven days after Lydia was last seen, police in Dagoretti were informed about a body that had been found in Gataka forest in Ongata Rongai. Police reached out to Lydia’s family as the description of the body found at the forest matched that of their missing daughter. After forensic investigation of Lydia’s mobile phone, the detectives went to the flat where Lydia and the boyfriend, who is now on the run, were last seen on the night of January 4. Investigators found crucial evidence in the house that could help the Directorate of Criminal Investigations officers nail Lydia’s killers.",2025,2025-01,2025 Q1
2025-01-21,Homicide & Unlawful Killing,Murder,1,Nairobi,,Male,,,Unknown,,Unknown,Knife,The Standard Pg 3,"Residents of Mathare turned into protests, blocking the police from collecting a dead man's body and rather carrying it to the police station,the victim-father was stabbed to death while escorting his son to school on normal morning routine, witnesses cited that similar incidenct took place in the same area.",2025,2025-01,2025 Q1
2025-01-21,Homicide & Unlawful Killing,Murder,1,Kajiado,,Female,,1.0,Male,,Unknown,Knife,Daily Nation Pg 21,"Nancy Bonke Chacha, a 23-yearold woman who lived and worked in Rongai, was also murdered in what police believe is another crime of passion. Her lifeless body was found at Langata Cemetery last Friday by a security guard who was walking home after night shift. The security guard who spotted Nancy’s body alerted the police after stumbling on a bloodstained knife. DCI investigators from Lang’ata arrested a man said to be Nancy’s boyfriend.The suspect, who lives in the same neighbourhood as the murder victim, told the investigators that the two last spoke three days before her body was found. Forensic investigations of Nancy’s phone revealed that the suspect in custody was among the last people to have spoken to her before her mysterious death.",2025,2025-01,2025 Q1
2025-01-22,Homicide & Unlawful Killing,Homicide,2,Kajiado,,Female,,,Unknown,,Unknown,Unknown,Daily Nation Pg 6,"Two 13-year-old friends, Ashley Wairimu and Precious Nderema, went missing after visiting their usual hangout near SGR Ngong Station and were later found dead in a water-filled quarry with injuries, leaving their grieving families convinced they were victims of foul play rather than an accident.",2025,2025-01,2025 Q1
2025-01-22,Homicide & Unlawful Killing,Murder,4,Multiple Counties,,Female,,1.0,Male,,Unknown,Unknown,Daily Nation Pg 7,"A Somali national has been charged with four counts of murder involving women killed and dumped in separate locations in Nairobi and Machakos between October 21 and 30, 2024, though he has pleaded not guilty and the case is ongoing.",2025,2025-01,2025 Q1
2025-01-22,Homicide & Unlawful Killing,Defilement And Murder,1,Kajiado,,Female,,1.0,Male,,Sexual assault,Strangulation,Daily Nation Pg 7,"A middle-aged man in Isinet, Kajiado South, is wanted by police for allegedly defiling and strangling his 14-year-old daughter before fleeing and possibly crossing into Tanzania.",2025,2025-01,2025 Q1
2025-01-22,Homicide & Unlawful Killing,Rape And Murder,1,Kiambu,,Female,,,Male,,Unknown,Unknown,Daily Nation Pg 7,"A woman on a prayer pilgrimage at Thiririka Shrine was raped, assaulted, drugged, and brutally murdered her body decapitated leading police to classify the incident as homicide and launch a full DCI investigation.",2025,2025-01,2025 Q1
2025-01-22,Cybercrime,Cyber Crime,1,Nairobi,,Unknown,,1.0,Male,,Political differences,Online Platform,The Standard Pg 2,A prison warder John Kuria who carried a anti-government placard has been charged with publishing false information on his X account. ,2025,2025-01,2025 Q1
2025-01-22,Homicide & Unlawful Killing,Murder,5,Nakuru,,Female,,1.0,Male,,Unknown,Unknown,The Standard Pg 2,"A Kenyan man, Evans Michori Kebwaro, already serving 28 years for killing several women in the Mawanga area of Nakuru, was sentenced to an additional 10 years in prison after admitting involvement in another murder of a woman there.",2025,2025-01,2025 Q1
2025-01-22,Homicide & Unlawful Killing,Manslaughter,2,Narok,,Male,,,Unknown,,Confrontation,Unknown,The Standard Pg 16,"Two people in Narok County, Kenya, died from severe head injuries sustained during violent clashes between police officers and local residents.",2025,2025-01,2025 Q1
2025-01-23,Fraud & Financial Crimes,Money Laundering,1,Nairobi,,Male,,1.0,Male,,Financial gain,Forged documents,The Standard Pg 13,"Courts issued a greenlight for the recovery of sh. 18 million from two private jet leasing firms (Cullian Private Jet Corp and Glo Jet International Ltd. which are subsidiaries of US-based Private Air Charter) linked to businessman Chris Obure, By Asset Recovery Agency. The sums were ruled to be proceeds of crime and to be forefeited to the governemnt, The move comes after a client, Rondell Fletcher (Carlifonia-based businessman) booked for the shipping of goods from Nairobi to Dubai but later found out the money was diverted for other purpose raising suspicions of money laundering skim. Further the defendant did not produce any supporting documents/ license for carrying out the services.",2025,2025-01,2025 Q1
2025-01-23,Property Destruction & Arson,Arson,1,Kakamega,,Male,,,Male,,Revenge,Fire,The Standard Pg 19,Residents of Khumusalaba village in Kakamega were grippled in panic as gang torched the homes of Asst. Chief Samuel Kataka in claims that he had  conspired with the locals to kil two livestock thieves where they claimed the two were not thieves but traders. The Police continue to carry out investigations into the matter.,2025,2025-01,2025 Q1
2025-01-24,"Robbery, Theft & Burglary",Robbery With Violence,1,Nairobi,,Unknown,,5.0,Unknown,,Unknown,Unknown,Daily Nation Pg 22,"Five suspects wanted for murder and robbery with vio-lence are in police custody at Indus-trial Area police cells after being arrested on Wednesday night in Nairobi's Mukuru-Kayaba slum. According to Makadara Deputy police boss Dennis Omuko, the suspects are believed to have been involved in a robbery at Lengo Medical Clinic",2025,2025-01,2025 Q1
2025-01-24,Homicide & Unlawful Killing,Murder,1,Homa Bay,,Female,,,Unknown,,Unknown,Acid,The Standard Pg 10,"Fear has gripped Kamasengre village in Homa Bay following the discovery of the body of a wom-an at Kiare hill. The body was found in a sorry state; naked, and laid upside down. Her face was deformed and it was believed she was burnt with an acid which permeated in various parts of the body. Her left leg was also chopped off.",2025,2025-01,2025 Q1
2025-01-24,Fraud & Financial Crimes,Fraud,1,Nairobi,,Male,,1.0,Male,,Financial gain,Unknown,The Standard Pg 12,"A man has been arraigned in court for pretending that he was in a position to facilitate another to join the military. All Adam Watako allegedly received Sh106.700 from Collins Taabu who was desperately seeking to be enlisted in Kenya Defense Forces (KDF). The accused was traced and arrested on Monday In Mumlas town by detectives from Langata Police Station before being presented at a Kibra court. He denled the charge and was released on a Sh50,000 cash ball. The case will be mentioned on January 29.",2025,2025-01,2025 Q1
2025-01-25,Homicide & Unlawful Killing,Murder,1,Nakuru,,Male,,1.0,Female,,Rejection,Poison,The Standard Pg 21,Sharon Chemutai was sentenced for 10 yrs in jail for poisoning his 2yr old son Emmanuel Kipkoech due to rejection.,2025,2025-01,2025 Q1
